fight_date,bout_id,has_title,rounds_scheduled,star_rating,fight_city,fight_region,fight_country,fight_venue,f_a_name,f_a_age,f_a_stance,f_a_is_southpaw,f_a_is_home,f_a_total_fights,f_a_total_wins,f_a_opponents_koed,f_a_win_ratio,f_a_ko_ratio,f_a_stopped_rate,f_a_kod_rate,f_a_rtd_rate,f_a_opp_win_pct,f_a_amateur_bouts,f_a_amateur_win_pct,f_a_ring_rust,f_a_career_len,f_a_fights_per_year,f_a_weight_shift,f_a_win_streak,f_a_loss_streak,f_a_last_5_ko,f_a_last_5_won,f_a_last_5_lost,f_a_weighted_wins,f_a_weighted_kos,f_a_weight_kg,f_a_height_cm,f_a_reach_cm,f_b_name,f_b_age,f_b_stance,f_b_is_southpaw,f_b_is_home,f_b_total_fights,f_b_total_wins,f_b_opponents_koed,f_b_win_ratio,f_b_ko_ratio,f_b_stopped_rate,f_b_kod_rate,f_b_rtd_rate,f_b_opp_win_pct,f_b_amateur_bouts,f_b_amateur_win_pct,f_b_ring_rust,f_b_career_len,f_b_fights_per_year,f_b_weight_shift,f_b_win_streak,f_b_loss_streak,f_b_last_5_ko,f_b_last_5_won,f_b_last_5_lost,f_b_weighted_wins,f_b_weighted_kos,f_b_weight_kg,f_b_height_cm,f_b_reach_cm,is_rematch,f_a_prev_win_vs_opp,stance_matchup,fights_diff,weighted_win_diff,momentum_diff,opp_win_pct_diff,fights_per_year_diff,opponents_koed_diff,ko_rate_diff,stopped_rate_diff,age_diff,age_squared_diff,height_diff,reach_diff,f_a_country_adv,f_a_hometown_adv,f_b_country_adv,f_b_hometown_adv,hometown_adv_diff,raw_result,target_fighter_a_won,target_is_stoppage
2018-11-02,2292977,0,6,0,SARMIENTO,CHUBUT,ARGENTINA,GIMNASIO MUNICIPAL NÉSTOR CARLOS KIRCHNER,MARTIN NICOLAS MATAMALA,26.0,O,0,1.0,17.0,11,3,0.647,0.176,0.118,0.118,0.0,0.638,0.0,0.0,63,4.06,4.19,64.0,0,1,1,2,3,3.13,1.18,64.0,0.0,0.0,CARLOS ARMANDO SANTANA,23.0,O,0,1.0,15.0,13,3,0.867,0.2,0.0,0.0,0.0,0.387,0.0,0.0,136,3.16,4.74,-0.19999999999999574,0,1,0,3,2,3.03,0.45,63.2,0.0,0.0,0,0,O vs O,2.0,0.1,0,0.25,-0.557,0,-0.024,0.118,3.0,9.0,,,1,0,1,0,0,L,0,0
2018-10-27,2285142,1,10,1,LYUBERTSY,,RUSSIA,TRIUMPH,PAVEL MALIKOV,32.0,O,0,1.0,14.0,13,5,0.929,0.357,0.071,0.071,0.0,0.693,1.0,0.0,188,8.43,1.66,0.5,0,1,2,4,1,2.42,1.07,61.2,168.0,0.0,ERNIE SANCHEZ,26.0,O,0,0.0,32.0,19,10,0.594,0.313,0.125,0.125,0.0,0.66,0.0,0.0,48,9.16,3.49,-1.3999999999999986,1,0,2,2,3,2.48,2.43,61.2,170.0,173.0,0,0,O vs O,-18.0,-0.06,-1,0.032,-1.832,-5,0.045,-0.054,6.0,36.0,-2.0,,1,0,0,0,0,W,1,1
2018-10-27,2288326,0,10,1,TAGAYTAY CITY,CAVITE,PHILIPPINES,TOLENTINO SPORTS AND ACTIVITY CENTER,EDUARDO MANCITO,26.0,O,0,1.0,27.0,16,9,0.593,0.333,0.074,0.074,0.0,0.529,0.0,0.0,70,7.09,3.81,1.0,0,1,0,1,4,1.65,0.75,59.9,168.0,0.0,NEIL JOHN TABANAO,24.0,O,0,1.0,20.0,16,11,0.8,0.55,0.0,0.0,0.0,0.601,0.0,0.0,118,6.09,3.29,-2.6999999999999957,3,0,2,3,2,2.7,1.68,56.7,164.0,165.0,0,0,O vs O,7.0,-1.05,-3,-0.072,0.522,-2,-0.217,0.074,2.0,4.0,4.0,,1,0,1,0,0,L,0,0
2018-10-27,2289107,0,6,0,BIRMINGHAM,WEST MIDLANDS,UNITED KINGDOM,"HOLTE SUITE, VILLA PARK",JAMIE SPEIGHT,30.0,O,0,1.0,45.0,15,2,0.333,0.044,0.178,0.178,0.0,0.443,0.0,0.0,14,9.53,4.72,-0.6000000000000014,0,19,0,0,5,0.8,0.42,62.1,0.0,0.0,ISHMAEL ELLIS,27.0,O,0,1.0,8.0,8,0,1.0,0.0,0.0,0.0,0.0,0.067,0.0,0.0,119,2.09,3.83,0.7000000000000028,8,0,0,5,0,3.54,0.0,62.5,178.0,0.0,0,0,O vs O,37.0,-2.74,-8,0.376,0.893,2,0.044,0.178,3.0,9.0,,,0,0,1,1,-1,L,0,0
2018-10-27,2290041,0,4,0,WEISSENFELS,SACHSEN-ANHALT,GERMANY,STADTHALLE,RICHARD HORVATH,23.0,,0,0.0,11.0,2,2,0.182,0.182,0.636,0.636,0.0,0.697,1.0,0.0,112,3.45,3.19,-2.700000000000003,0,7,0,0,5,0.23,0.23,63.0,173.0,0.0,NENAD STANCIC,20.0,O,0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.333,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,63.0,170.0,0.0,0,0,Unknown vs O,11.0,0.23,0,0.697,3.191,2,0.182,0.636,3.0,9.0,3.0,,0,0,1,0,0,L,0,1
2018-10-27,2293712,0,6,0,BOGOTA,,COLOMBIA,COLISEO EL SALITRE,ERNESTO VASQUEZ BATIOJA,44.0,O,0,1.0,21.0,8,4,0.381,0.19,0.333,0.333,0.0,0.78,0.0,0.0,28,17.86,1.18,1.2999999999999972,0,7,0,0,5,0.0,0.0,60.3,0.0,0.0,BRAYAM RICO,24.0,,0,1.0,12.0,10,8,0.833,0.667,0.083,0.083,0.0,0.38,8.0,0.375,28,2.36,5.09,-0.4000000000000057,1,0,2,4,1,3.8,2.79,60.8,178.0,0.0,0,0,O vs Unknown,9.0,-3.8,-1,0.4,-3.915,-4,-0.476,0.25,20.0,400.0,,,1,0,1,1,-1,L,0,1
2018-10-26,2280528,0,4,0,BETHNAL GREEN,LONDON,UNITED KINGDOM,YORK HALL,ELIGIO PALACIOS,31.0,O,0,0.0,44.0,7,0,0.159,0.0,0.114,0.114,0.0,0.639,0.0,0.0,13,9.37,4.7,60.4,0,7,0,0,5,0.56,0.0,60.4,0.0,0.0,NURTAS AZHBENOV,24.0,,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.5,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,60.9,0.0,0.0,0,0,O vs Unknown,44.0,0.56,0,0.639,4.696,0,0.0,0.114,7.0,49.0,,,0,0,0,0,0,L,0,0
2018-10-26,2291506,0,4,0,PETARE,,VENEZUELA,GIMNASIO MOCHO NAVAS,LEONARDO UZCATEGUI,19.0,O,0,1.0,5.0,1,1,0.2,0.2,0.0,0.0,0.0,0.657,0.0,0.0,55,0.46,10.94,-0.7000000000000028,0,2,1,1,2,0.73,0.73,60.8,169.0,0.0,JOSE ARCON,23.0,O,0,1.0,3.0,3,2,1.0,0.667,0.0,0.0,0.0,0.5,0.0,0.0,55,0.36,8.3,0.7000000000000028,3,0,2,3,0,2.5,1.6,60.2,176.0,182.0,0,0,O vs O,2.0,-1.77,-3,0.157,2.634,-1,-0.467,0.0,-4.0,16.0,-7.0,,1,0,1,0,0,L,0,1
2018-10-26,2297285,0,4,0,TIJUANA,BAJA CALIFORNIA,MEXICO,CHEER'S BAR,ALBERTO CORTEZ RODRIGUEZ,25.0,,0,1.0,4.0,4,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,167,1.3,3.08,8.0,4,0,4,4,0,2.24,2.24,63.0,0.0,0.0,JOSE GUILLERMO MENDEZ,23.0,,0,1.0,9.0,0,0,0.0,0.0,1.0,0.889,0.111,0.686,0.0,0.0,55,0.96,9.42,3.0,0,9,0,0,5,0.0,0.0,63.0,0.0,0.0,0,0,Unknown vs Unknown,-5.0,2.24,4,-0.686,-6.343,4,1.0,-1.0,2.0,4.0,,,0,0,0,0,0,W,1,1
2018-10-21,2285024,1,12,2,EAST LONDON,EASTERN CAPE,SOUTH AFRICA,ORIENT THEATRE,MALCOLM KLASSEN,37.0,O,0,1.0,44.0,34,18,0.773,0.409,0.023,0.023,0.0,0.749,0.0,0.0,85,19.42,2.27,-2.25,1,0,2,3,2,1.64,1.18,58.8,164.0,0.0,AZINGA FUZILE,22.0,S,1,1.0,11.0,11,6,1.0,0.545,0.0,0.0,0.0,0.662,2.0,0.5,84,3.85,2.86,0.0,11,0,3,5,0,3.8,2.62,58.8,168.0,178.0,0,0,O vs S,33.0,-2.16,-10,0.088,-0.592,12,-0.136,0.023,15.0,225.0,-4.0,,1,0,1,1,-1,L,0,1
2018-10-20,2260672,0,8,0,BUENOS AIRES,DISTRITO FEDERAL,ARGENTINA,ESTADIO F.A.B.,ELOHIM ADONAI PEREYRA,29.0,O,0,1.0,24.0,11,3,0.458,0.125,0.167,0.167,0.0,0.701,0.0,0.0,22,8.49,2.83,-62.4,1,0,0,1,4,1.62,0.01,0.0,165.0,0.0,ELIAS DAMIAN ARAUJO,31.0,O,0,1.0,19.0,18,7,0.947,0.368,0.0,0.0,0.0,0.561,0.0,0.0,140,3.6,5.27,-61.2,0,1,1,4,1,4.02,1.13,0.0,165.0,168.0,0,0,O vs O,5.0,-2.4,1,0.14,-2.447,-4,-0.243,0.167,-2.0,4.0,0.0,,1,0,1,0,0,L,0,0
2018-10-20,2274248,1,12,3,BOSTON,MASSACHUSETTS,USA,TD GARDEN,TEVIN FARMER,28.0,S,1,1.0,32.0,26,5,0.813,0.156,0.063,0.063,0.0,0.703,0.0,0.0,78,7.69,4.16,-0.17999999999999972,19,0,0,4,0,2.78,0.24,58.7,168.0,170.0,JAMES TENNYSON,25.0,O,0,0.0,24.0,22,18,0.917,0.75,0.083,0.083,0.0,0.419,35.0,0.657,168,6.11,3.93,0.29999999999999716,6,0,5,5,0,3.72,3.32,59.0,173.0,0.0,0,0,S vs O,8.0,-0.94,13,0.284,0.235,-13,-0.594,-0.021,3.0,9.0,-5.0,,1,0,0,0,0,W,1,1
2018-10-20,2274249,0,12,3,BOSTON,MASSACHUSETTS,USA,TD GARDEN,KID GALAHAD,28.0,O,0,0.0,24.0,24,15,1.0,0.625,0.0,0.0,0.0,0.426,0.0,0.0,231,9.12,2.63,-0.6000000000000014,24,0,5,5,0,2.33,2.2,57.0,169.0,170.0,TOKA KAHN CLARY,26.0,S,1,1.0,27.0,25,17,0.926,0.63,0.037,0.037,0.0,0.649,55.0,0.709,140,6.31,4.28,0.4000000000000057,6,0,3,5,0,3.96,2.52,57.2,168.0,184.0,0,0,O vs S,-3.0,-1.63,18,-0.224,-1.649,-2,-0.005,-0.037,2.0,4.0,1.0,-14.0,0,0,0,0,0,W,1,0
2018-10-20,2280598,0,8,0,LAS VEGAS,NEVADA,USA,PARK THEATER,HECTOR RUBEN AMBRIZ SUAREZ,23.0,O,0,0.0,21.0,12,6,0.571,0.286,0.048,0.048,0.0,0.729,0.0,0.0,56,4.43,4.74,-4.600000000000001,0,0,0,1,3,2.73,1.04,57.3,175.0,173.0,ADAM LOPEZ,22.0,O,0,1.0,11.0,10,4,0.909,0.364,0.0,0.0,0.0,0.756,7.0,0.286,156,2.44,4.51,0.0,2,0,1,4,1,3.74,1.48,57.3,173.0,177.0,0,0,O vs O,10.0,-1.01,-2,-0.027,0.226,2,-0.078,0.048,1.0,1.0,2.0,-4.0,0,0,1,0,0,L,0,1
2018-10-20,2288155,0,8,0,MALPAISILLO,,NICARAGUA,CANCHA MUNICIPAL,MOISES CASTRO,40.0,S,1,1.0,70.0,31,13,0.443,0.186,0.157,0.157,0.0,0.749,0.0,0.0,336,20.79,3.37,59.9,0,12,0,0,5,0.1,0.0,59.9,178.0,0.0,RAMIRO BLANCO,23.0,O,0,1.0,23.0,17,10,0.739,0.435,0.0,0.0,0.0,0.586,0.0,0.0,141,4.47,5.15,2.75,0,1,3,3,2,2.7,1.94,61.0,172.0,0.0,0,0,S vs O,47.0,-2.6,0,0.163,-1.78,3,-0.249,0.157,17.0,289.0,6.0,,1,0,1,0,0,L,0,0
2018-10-20,2289078,0,8,0,CARTAGENA,,COLOMBIA,COLISEO BERNARDO CARABALLO,MAURICIO MARTINEZ,31.0,,0,1.0,33.0,14,4,0.424,0.121,0.303,0.273,0.03,0.584,0.0,0.0,154,7.52,4.39,0.7000000000000028,1,0,0,1,4,2.28,0.05,57.6,0.0,0.0,LEONARDO PADILLA,23.0,O,0,0.0,17.0,16,12,0.941,0.706,0.0,0.0,0.0,0.329,1.0,0.0,181,3.93,4.32,-0.20000000000000284,0,1,2,4,1,2.96,2.03,58.5,175.0,184.0,0,0,Unknown vs O,16.0,-0.68,1,0.255,0.067,-8,-0.585,0.303,8.0,64.0,,,1,0,0,0,0,L,0,1
2018-10-19,2275550,0,6,1,BUENOS AIRES,DISTRITO FEDERAL,ARGENTINA,ESTADIO F.A.B.,AGUSTIN EZEQUIEL QUINTANA,22.0,O,0,1.0,7.0,6,5,0.857,0.714,0.0,0.0,0.0,0.444,1.0,1.0,146,1.57,4.45,1.5999999999999943,6,0,4,4,0,3.13,2.76,62.3,174.0,0.0,BRAIAN NAHUEL SANCHEZ,25.0,S,1,1.0,4.0,3,2,0.75,0.5,0.0,0.0,0.0,0.167,0.0,0.0,28,0.57,6.99,61.5,2,0,2,3,1,2.43,1.76,61.5,0.0,0.0,0,0,O vs S,3.0,0.7,4,0.278,-2.536,3,0.214,0.0,-3.0,9.0,,,1,0,1,0,0,W,1,0
2018-10-19,2299267,0,4,1,HERMOSILLO,SONORA,MEXICO,CANCHA 4,FRANCISCO HERNANDEZ,33.0,,0,1.0,9.0,4,3,0.444,0.333,0.111,0.111,0.0,0.595,0.0,0.0,251,7.34,1.23,1.7000000000000028,0,1,1,1,4,0.31,0.25,63.0,0.0,0.0,OMAR SALCIDO GAMEZ,19.0,O,0,1.0,2.0,2,2,1.0,1.0,0.0,0.0,0.0,0.097,0.0,0.0,119,0.59,3.37,-1.0,2,0,2,2,0,1.46,1.46,63.0,170.0,0.0,0,0,Unknown vs O,7.0,-1.15,-2,0.498,-2.14,1,-0.667,0.111,14.0,196.0,,,1,0,1,1,-1,L,0,0
2018-10-13,2263636,0,6,0,PAISLEY,SCOTLAND,UNITED KINGDOM,LAGOON LEISURE CENTRE,JAMIE QUINN,28.0,O,0,1.0,73.0,4,0,0.055,0.0,0.014,0.0,0.014,0.805,1.0,0.0,7,4.52,16.14,-0.29999999999999716,0,5,0,0,5,1.37,0.0,63.5,173.0,0.0,CALVIN MCCORD,22.0,O,0,1.0,3.0,3,0,1.0,0.0,0.0,0.0,0.0,0.036,8.0,0.375,119,0.96,3.13,0.5,3,0,0,3,0,1.88,0.0,62.6,0.0,0.0,0,0,O vs O,70.0,-0.5,-3,0.769,13.009,0,0.0,0.014,6.0,36.0,,,1,0,0,0,0,L,0,0
2018-10-13,2275266,0,10,1,OMAHA,NEBRASKA,USA,CHI HEALTH CENTER,VIOREL SIMION,37.0,O,0,0.0,23.0,21,9,0.913,0.391,0.0,0.0,0.0,0.65,21.0,0.476,532,12.4,1.85,1.5,0,1,2,4,1,0.71,0.22,58.3,165.0,174.0,SHAKUR STEVENSON,21.0,S,1,1.0,8.0,8,4,1.0,0.5,0.0,0.0,0.0,0.758,67.0,0.896,56,1.48,5.42,0.5,8,0,3,5,0,4.79,2.45,58.1,173.0,173.0,0,0,O vs S,15.0,-4.08,-8,-0.108,-3.567,5,-0.109,0.0,16.0,256.0,-8.0,1.0,0,0,1,0,0,L,0,1
2018-10-13,2276684,0,8,0,HERSTAL,LIEGE,BELGIUM,HALLO OMNISPORT LA PRÉALLE,SYLVAIN CHAPELLE,32.0,O,0,0.0,44.0,17,0,0.386,0.0,0.0,0.0,0.0,0.587,0.0,0.0,133,11.94,3.68,62.1,0,1,0,2,3,1.75,0.0,62.1,0.0,0.0,FAROUKH KOURBANOV,27.0,O,0,1.0,16.0,15,3,0.938,0.188,0.0,0.0,0.0,0.391,0.0,0.0,147,5.4,2.96,2.6000000000000014,0,1,1,4,1,2.23,0.28,60.6,0.0,0.0,0,0,O vs O,28.0,-0.47,0,0.196,0.724,-3,-0.188,0.0,5.0,25.0,,,0,0,0,0,0,L,0,0
2018-10-12,2285189,0,8,1,SALGOTARJAN,,HUNGARY,SPORTHALL,RAFAEL HERNANDEZ,35.0,S,1,0.0,41.0,28,22,0.683,0.537,0.146,0.146,0.0,0.685,0.0,0.0,76,14.85,2.76,3.5,2,0,3,4,1,5.85,4.44,60.5,0.0,0.0,ZOLTAN KOVACS,26.0,O,0,1.0,27.0,21,7,0.778,0.259,0.037,0.037,0.0,0.469,0.0,0.0,154,5.78,4.67,0.29999999999999716,10,0,1,5,0,2.86,1.19,61.0,179.0,0.0,0,0,S vs O,14.0,3.0,-8,0.216,-1.908,15,0.277,0.109,9.0,81.0,,,0,0,1,0,0,L,0,0
2018-10-06,2266519,0,6,0,TALLAGHT,,IRELAND,NATIONAL BAKETBALL ARENA,FEARGAL MCCRORY,26.0,S,1,1.0,8.0,8,3,1.0,0.375,0.0,0.0,0.0,0.322,11.0,0.455,245,2.88,2.78,-0.5,8,0,2,5,0,2.76,0.9,59.4,170.0,183.0,BRAYAN MAIRENA,22.0,O,0,0.0,14.0,11,5,0.786,0.357,0.071,0.071,0.0,0.491,0.0,0.0,28,1.84,7.61,2.799999999999997,0,2,1,3,2,5.07,2.36,58.5,172.0,0.0,0,0,S vs O,-6.0,-2.31,8,-0.169,-4.829,-2,0.018,-0.071,4.0,16.0,-2.0,,0,0,0,0,0,W,1,0
2018-10-06,2269399,1,10,1,LEICESTER,LEICESTERSHIRE,UNITED KINGDOM,LEICESTER ARENA,LEON WOODSTOCK,25.0,O,0,1.0,11.0,11,5,1.0,0.455,0.0,0.0,0.0,0.208,2.0,0.5,140,3.32,3.31,-0.5,11,0,2,5,0,2.86,0.95,58.9,175.0,0.0,ARCHIE SHARP,23.0,O,0,1.0,13.0,13,7,1.0,0.538,0.0,0.0,0.0,0.27,3.0,0.333,105,3.22,4.03,0.20000000000000284,13,0,3,5,0,4.66,2.55,58.7,175.0,0.0,0,0,O vs O,-2.0,-1.8,-2,-0.062,-0.719,-2,-0.084,0.0,2.0,4.0,0.0,,1,0,1,0,0,L,0,0
2018-10-06,2282197,0,6,0,BRANDSEN,BUENOS AIRES,ARGENTINA,CLUB ATLETICO Y PROGRESO,CESAR ALEJANDRO PEREZ,24.0,O,0,1.0,18.0,3,0,0.167,0.0,0.056,0.056,0.0,0.821,0.0,0.0,141,2.99,6.02,0.20000000000000284,0,0,0,0,2,0.47,0.0,61.2,0.0,0.0,JUAN NICOLAS DE LEON,23.0,O,0,1.0,9.0,6,0,0.667,0.0,0.0,0.0,0.0,0.436,0.0,0.0,85,2.7,3.33,0.0,2,0,0,4,1,2.9,0.0,61.2,170.0,0.0,0,0,O vs O,9.0,-2.43,-2,0.385,2.688,0,0.0,0.056,1.0,1.0,,,1,0,1,0,0,L,0,1
2018-10-06,2283094,0,6,0,CARACAS,,VENEZUELA,PARQUE MIRANDA,JAMPIER OSES,20.0,O,0,1.0,18.0,14,11,0.778,0.611,0.111,0.111,0.0,0.442,0.0,0.0,35,2.9,6.21,-2.1000000000000014,1,0,2,3,2,6.12,4.71,58.9,175.0,188.0,RONAL RON,21.0,O,0,1.0,9.0,8,6,0.889,0.667,0.0,0.0,0.0,0.488,0.0,0.0,98,1.44,6.26,-0.3999999999999986,7,0,4,5,0,4.69,3.78,58.6,172.0,177.0,1,0,O vs O,9.0,1.43,-6,-0.046,-0.047,5,-0.056,0.111,-1.0,1.0,3.0,11.0,1,0,1,1,-1,L,0,0
2018-10-06,2285221,0,6,0,CARACAS,,VENEZUELA,PARQUE MIRANDA,SANDRO HERNANDEZ,28.0,O,0,1.0,21.0,14,9,0.667,0.429,0.143,0.143,0.0,0.405,0.0,0.0,44,10.1,2.08,0.0,0,1,3,3,1,2.55,2.31,59.0,170.0,0.0,ROBINSON GARCIA,26.0,O,0,1.0,15.0,9,6,0.6,0.4,0.133,0.067,0.067,0.614,0.0,0.0,35,2.9,5.18,0.0,2,0,2,3,2,5.06,3.4,59.0,0.0,0.0,0,0,O vs O,6.0,-2.5,-2,-0.209,-3.099,3,0.029,0.01,2.0,4.0,,,1,0,1,0,0,L,0,1
2018-10-06,2285441,0,6,0,PAISLEY,SCOTLAND,UNITED KINGDOM,LAGOON LEISURE CENTRE,JORDAN MCCORRY,27.0,O,0,1.0,20.0,16,3,0.8,0.15,0.05,0.05,0.0,0.155,0.0,0.0,134,6.9,2.9,-2.6000000000000014,5,0,1,5,0,3.42,0.65,60.9,0.0,0.0,REYNALDO MORA,24.0,O,0,0.0,47.0,7,4,0.149,0.085,0.213,0.191,0.021,0.787,0.0,0.0,49,5.94,7.91,-2.3999999999999986,0,39,0,0,5,0.23,0.14,60.9,0.0,0.0,0,0,O vs O,-27.0,3.19,5,-0.632,-5.01,-1,0.065,-0.163,3.0,9.0,,,0,0,0,0,0,W,1,1
2018-10-05,2275936,0,6,0,BELFAST,NORTHERN IRELAND,UNITED KINGDOM,TITANIC EXHIBITION CENTRE,JORDAN ELLISON,23.0,O,0,1.0,27.0,10,1,0.37,0.037,0.148,0.148,0.0,0.613,0.0,0.0,28,3.58,7.55,0.5,0,2,0,1,4,3.37,0.16,63.5,175.0,0.0,GARY CULLY,22.0,S,1,0.0,5.0,5,2,1.0,0.4,0.0,0.0,0.0,0.282,66.0,0.742,97,1.05,4.76,1.3999999999999986,5,0,2,5,0,3.01,1.0,63.5,188.0,0.0,0,0,O vs S,22.0,0.36,-5,0.331,2.789,-1,-0.363,0.148,1.0,1.0,-13.0,,1,0,0,0,0,L,0,1
2018-10-05,2280326,0,8,1,PANAMA CITY,,PANAMA,LOS ANDES MALL,IRVING BERRY,32.0,O,0,1.0,33.0,23,10,0.697,0.303,0.091,0.091,0.0,0.673,0.0,0.0,216,14.54,2.27,1.7000000000000028,0,2,1,1,4,0.44,0.39,59.0,0.0,0.0,PABLO VICENTE,25.0,O,0,0.0,14.0,12,10,0.857,0.714,0.0,0.0,0.0,0.564,63.0,0.603,76,1.95,7.16,-1.0,0,1,4,4,1,5.8,5.27,59.0,179.0,0.0,0,0,O vs O,19.0,-5.37,0,0.109,-4.893,0,-0.411,0.091,7.0,49.0,,,1,1,0,0,1,L,0,1
2018-10-05,2287959,0,6,0,TIJUANA,BAJA CALIFORNIA,MEXICO,BIG PUNCH ARENA,MIGUEL ALFONSO GARCIA LOPEZ,41.0,O,0,1.0,32.0,12,7,0.375,0.219,0.219,0.219,0.0,0.694,0.0,0.0,69,21.32,1.5,2.0,0,3,1,1,3,0.02,0.02,63.0,162.0,0.0,ESTEBAN SANCHEZ,20.0,O,0,1.0,8.0,8,4,1.0,0.5,0.0,0.0,0.0,0.204,0.0,0.0,49,1.21,6.63,1.0,8,0,2,5,0,5.29,2.68,62.0,178.0,178.0,0,0,O vs O,24.0,-5.27,-8,0.49,-5.125,3,-0.281,0.219,21.0,441.0,-16.0,,1,0,1,0,0,L,0,1
2018-10-05,2287995,0,8,0,GUASAVE,SINALOA,MEXICO,CLUB GALLISTICO CORONA,MAXIMILIANO GALINDO,34.0,O,0,1.0,56.0,12,4,0.214,0.071,0.375,0.375,0.0,0.632,0.0,0.0,52,12.98,4.32,0.6000000000000014,0,12,0,0,5,0.35,0.27,61.5,0.0,0.0,ELEAZAR VALENZUELA CARRILLO,24.0,O,0,1.0,31.0,17,13,0.548,0.419,0.032,0.032,0.0,0.578,0.0,0.0,133,6.42,4.83,0.20000000000000284,4,0,3,4,1,3.2,2.21,61.2,170.0,173.0,1,0,O vs O,25.0,-2.86,-4,0.054,-0.513,-9,-0.348,0.343,10.0,100.0,,,1,0,1,0,0,L,0,1
2018-10-02,2279308,1,10,3,KYIV,,UKRAINE,SPORT PALACE,ARAM FANIIAN,21.0,O,0,1.0,13.0,13,1,1.0,0.077,0.0,0.0,0.0,0.575,0.0,0.0,101,3.88,3.35,-0.5,13,0,0,5,0,3.78,0.25,63.0,180.0,0.0,RENE TELLEZ GIRON,19.0,O,0,0.0,11.0,11,6,1.0,0.545,0.0,0.0,0.0,0.575,0.0,0.0,164,2.92,3.77,1.3999999999999986,11,0,3,5,0,3.19,1.68,62.9,165.0,173.0,0,0,O vs O,2.0,0.59,2,0.0,-0.415,-5,-0.469,0.0,2.0,4.0,15.0,,1,0,0,0,0,L,0,0
2018-09-29,2279500,1,12,0,TRENQUE LAUQUEN,BUENOS AIRES,ARGENTINA,POLIDEPORTIVO MUNICIPAL,GABRIEL GUSTAVO OVEJERO,33.0,O,0,1.0,24.0,15,5,0.625,0.208,0.125,0.125,0.0,0.511,0.0,0.0,140,8.18,2.93,-1.0,1,0,1,2,3,1.52,0.85,58.0,0.0,0.0,FABRICIO MIGUEL BEA,21.0,O,0,1.0,10.0,9,9,0.9,0.9,0.0,0.0,0.0,0.364,0.0,0.0,154,1.8,5.55,-0.29999999999999716,9,0,5,5,0,4.62,4.62,58.6,0.0,0.0,0,0,O vs O,14.0,-3.11,-8,0.147,-2.618,-4,-0.692,0.125,12.0,144.0,,,1,0,1,0,0,L,0,1
2018-09-29,2281502,0,8,2,IZTACALCO,DISTRITO FEDERAL,MEXICO,DEPORTIVO TRABAJADORES DEL METRO,WILLMANK CANONICO BRITO,31.0,S,1,0.0,11.0,7,6,0.636,0.545,0.0,0.0,0.0,0.631,0.0,0.0,92,4.26,2.58,-1.7999999999999972,4,0,4,4,1,2.61,2.5,57.2,169.0,0.0,CARLOS ORNELAS,23.0,S,1,1.0,21.0,21,12,1.0,0.571,0.0,0.0,0.0,0.539,0.0,0.0,63,3.78,5.56,-0.5,21,0,3,5,0,7.3,4.6,56.7,170.0,170.0,0,0,S vs S,-10.0,-4.69,-17,0.092,-2.974,-6,-0.026,0.0,8.0,64.0,-1.0,,0,0,1,0,0,W,1,1
2018-09-29,2281586,0,12,0,MOSCOW,,RUSSIA,USC SOVIET WINGS,RUBEN MOVSESIANI,27.0,O,0,0.0,37.0,14,12,0.378,0.324,0.378,0.324,0.054,0.484,0.0,0.0,72,8.78,4.21,-10.799999999999997,0,5,0,0,5,1.17,1.01,62.7,170.0,0.0,VLADIMIR SARUKHANYAN,29.0,O,0,0.0,9.0,9,3,1.0,0.333,0.0,0.0,0.0,0.541,22.0,0.5,122,2.17,4.16,-2.0999999999999943,9,0,1,5,0,3.6,0.94,62.7,170.0,172.0,0,0,O vs O,28.0,-2.43,-9,-0.057,0.057,9,-0.009,0.378,-2.0,4.0,0.0,,1,0,0,0,0,L,0,1
2018-09-29,2282063,0,4,0,VILLA ADELINA,BUENOS AIRES,ARGENTINA,SOCIEDAD DE FOMENTO LA MECA,MARTIN ORLANDO ROCHA,21.0,O,0,1.0,7.0,2,1,0.286,0.143,0.0,0.0,0.0,0.882,0.0,0.0,91,1.26,5.53,58.2,0,2,1,2,3,1.17,0.56,58.2,0.0,0.0,FRANCO WALDEMAR SOTELO,24.0,O,0,1.0,6.0,2,1,0.333,0.167,0.167,0.167,0.0,0.3,0.0,0.0,64,1.06,5.68,-1.5999999999999943,0,2,0,1,3,1.1,0.48,57.7,0.0,0.0,0,0,O vs O,1.0,0.07,0,0.582,-0.143,0,-0.024,-0.167,-3.0,9.0,,,1,0,1,0,0,W,1,0
