fight_date,bout_id,has_title,rounds_scheduled,star_rating,fight_city,fight_region,fight_country,fight_venue,f_a_name,f_a_age,f_a_stance,f_a_is_southpaw,f_a_is_home,f_a_total_fights,f_a_total_wins,f_a_opponents_koed,f_a_win_ratio,f_a_ko_ratio,f_a_stopped_rate,f_a_kod_rate,f_a_rtd_rate,f_a_opp_win_pct,f_a_amateur_bouts,f_a_amateur_win_pct,f_a_ring_rust,f_a_career_len,f_a_fights_per_year,f_a_weight_shift,f_a_win_streak,f_a_loss_streak,f_a_last_5_ko,f_a_last_5_won,f_a_last_5_lost,f_a_weighted_wins,f_a_weighted_kos,f_a_weight_kg,f_a_height_cm,f_a_reach_cm,f_b_name,f_b_age,f_b_stance,f_b_is_southpaw,f_b_is_home,f_b_total_fights,f_b_total_wins,f_b_opponents_koed,f_b_win_ratio,f_b_ko_ratio,f_b_stopped_rate,f_b_kod_rate,f_b_rtd_rate,f_b_opp_win_pct,f_b_amateur_bouts,f_b_amateur_win_pct,f_b_ring_rust,f_b_career_len,f_b_fights_per_year,f_b_weight_shift,f_b_win_streak,f_b_loss_streak,f_b_last_5_ko,f_b_last_5_won,f_b_last_5_lost,f_b_weighted_wins,f_b_weighted_kos,f_b_weight_kg,f_b_height_cm,f_b_reach_cm,is_rematch,f_a_prev_win_vs_opp,stance_matchup,fights_diff,weighted_win_diff,momentum_diff,opp_win_pct_diff,fights_per_year_diff,opponents_koed_diff,ko_rate_diff,stopped_rate_diff,age_diff,age_squared_diff,height_diff,reach_diff,f_a_country_adv,f_a_hometown_adv,f_b_country_adv,f_b_hometown_adv,hometown_adv_diff,raw_result,target_fighter_a_won,target_is_stoppage
2023-04-21,2966400,0,4,1,BUENOS AIRES,DISTRITO FEDERAL,ARGENTINA,ESTADIO F.A.B.,RODRIGO GUSTAVO GABRIEL ROLDAN,22.0,O,0,1.0,12.0,3,0,0.25,0.0,0.0,0.0,0.0,0.753,0.0,0.0,132,2.47,4.85,-0.75,0,3,0,1,3,0.8,0.0,61.0,0.0,0.0,FRANCO ANDRES CAJAL,30.0,S,1,1.0,10.0,5,2,0.5,0.2,0.0,0.0,0.0,0.619,2.0,0.5,314,2.07,4.83,2.1000000000000014,0,1,1,3,1,1.9,0.67,61.0,0.0,0.0,0,0,O vs S,2.0,-1.09,0,0.134,0.022,-2,-0.2,0.0,-8.0,64.0,,,1,0,1,0,0,L,0,0
2023-04-18,2960684,0,10,1,UFA,,RUSSIA,TINKOFF HALL,LAZARUS SHANINGWA,32.0,S,1,0.0,9.0,8,2,0.889,0.222,0.0,0.0,0.0,0.45,3.0,0.333,17,5.55,1.62,2.9499999999999957,8,0,1,4,0,3.23,0.41,61.8,165.0,171.0,ARTUR SUBKHANKULOV,31.0,S,1,1.0,4.0,4,3,1.0,0.75,0.0,0.0,0.0,0.141,120.0,0.65,118,1.74,2.3,-1.0500000000000043,4,0,3,4,0,2.19,1.84,61.9,170.0,0.0,0,0,S vs S,5.0,1.04,4,0.309,-0.678,-1,-0.528,0.0,1.0,1.0,-5.0,,0,0,1,1,-1,L,0,1
2023-04-17,2965851,0,6,0,CARMEN DE APICALA,,COLOMBIA,HOTEL ARENITAS,VICTOR BERNAL,23.0,,0,1.0,1.0,0,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,135,0.37,2.71,-1.8200000000000003,0,1,0,0,1,0.0,0.0,62.14,0.0,0.0,JHAN ESTIVEN CAMACHO,19.0,O,0,1.0,2.0,1,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.08,24.35,0.44999999999999574,1,0,0,1,0,0.97,0.0,61.23,0.0,0.0,0,0,Unknown vs O,-1.0,-0.97,-1,1.0,-21.644,0,0.0,1.0,4.0,16.0,,,0,0,0,0,0,L,0,0
2023-04-15,2939696,1,12,1,HACKNEY WICK,MIDDLESEX,UNITED KINGDOM,"COPPER BOX ARENA, QUEEN ELIZABETH OLYMPIC PARK",KARTHIK SATHISH KUMAR,27.0,O,0,0.0,10.0,10,4,1.0,0.4,0.0,0.0,0.0,0.577,0.0,0.0,43,3.98,2.52,-0.4200000000000017,10,0,1,5,0,2.79,1.15,60.78,171.0,0.0,SAM NOAKES,26.0,O,0,1.0,10.0,10,10,1.0,1.0,0.0,0.0,0.0,0.242,7.0,0.857,140,3.55,2.82,-0.1599999999999966,10,0,5,5,0,2.91,2.91,60.89,173.0,0.0,0,0,O vs O,0.0,-0.12,0,0.336,-0.303,-6,-0.6,0.0,1.0,1.0,-2.0,,0,0,0,0,0,L,0,1
2023-04-15,2948905,0,6,0,OSAKA,OSAKA,JAPAN,EDION ARENA OSAKA,SHINSEI OTANI,22.0,O,0,1.0,5.0,5,3,1.0,0.6,0.0,0.0,0.0,0.895,0.0,0.0,119,1.4,3.57,1.0999999999999943,5,0,3,5,0,3.08,1.54,59.8,174.0,176.0,ATTHACHAI PRASOETSRI,22.0,O,0,0.0,3.0,3,1,1.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,59,0.5,6.02,59.0,3,0,1,3,0,2.4,0.89,59.0,0.0,0.0,0,0,O vs O,2.0,0.68,2,0.895,-2.447,2,0.267,0.0,0.0,0.0,,,1,1,0,0,1,W,1,1
2023-04-15,2962379,0,6,0,GENERAL VILLEGAS,BUENOS AIRES,ARGENTINA,SALÓN DE LOS BOMBEROS VOLUNTARIOS,ELOHIM ADONAI PEREYRA,34.0,O,0,1.0,37.0,11,3,0.297,0.081,0.189,0.189,0.0,0.745,0.0,0.0,148,12.98,2.85,-0.3999999999999986,0,12,0,0,5,0.07,0.0,61.9,165.0,0.0,SEBASTIAN EZEQUIEL AGUIRRE,31.0,S,1,1.0,22.0,18,11,0.818,0.5,0.045,0.0,0.045,0.598,1.0,0.0,408,9.43,2.33,-2.6000000000000014,0,1,2,4,1,0.53,0.42,61.6,0.0,0.0,1,1,O vs S,15.0,-0.46,0,0.148,0.519,-8,-0.419,0.144,3.0,9.0,,,1,0,1,0,0,L,0,1
2023-04-15,2965200,0,8,2,INCHEON,,SOUTH KOREA,PARADISE CITY PLAZA,MIN HO JUNG,30.0,O,0,1.0,20.0,14,4,0.7,0.2,0.05,0.05,0.0,0.632,0.0,0.0,20,6.76,2.96,-2.289999999999999,1,0,3,4,1,2.56,1.97,61.1,176.0,187.0,HIRONORI MISHIRO,29.0,O,0,0.0,13.0,12,4,0.923,0.308,0.0,0.0,0.0,0.762,0.0,0.0,339,6.05,2.15,0.0899999999999963,12,0,2,5,0,1.48,0.5,61.15,179.0,0.0,0,0,O vs O,7.0,1.08,-11,-0.129,0.808,0,-0.108,0.05,1.0,1.0,-3.0,,1,0,0,0,0,W,1,0
2023-04-14,2941862,0,6,0,PHILADELPHIA,PENNSYLVANIA,USA,2300 ARENA,EDUARDO REIS,33.0,O,0,0.0,35.0,24,19,0.686,0.543,0.2,0.171,0.029,0.435,0.0,0.0,125,14.31,2.45,1.0,0,5,0,0,5,0.19,0.1,61.96,168.0,177.0,FEARGAL MCCRORY,31.0,S,1,0.0,13.0,13,6,1.0,0.462,0.0,0.0,0.0,0.347,11.0,0.455,62,7.4,1.76,-0.4100000000000037,13,0,3,5,0,1.84,1.05,61.23,170.0,183.0,0,0,O vs S,22.0,-1.66,-13,0.088,0.688,13,0.081,0.2,2.0,4.0,-2.0,-6.0,0,0,0,0,0,L,0,1
2023-04-14,2951949,0,4,1,DETROIT,MICHIGAN,USA,MOTOR CITY CASINO,JOSHUA PAGAN,23.0,O,0,1.0,5.0,5,2,1.0,0.4,0.0,0.0,0.0,0.321,25.0,0.6,48,1.22,4.09,0.09000000000000341,5,0,2,5,0,3.17,0.92,63.96,178.0,0.0,WESLEY RIVERS,22.0,O,0,1.0,1.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174,0.48,2.1,-4.219999999999999,1,0,0,1,0,0.72,0.0,63.05,180.0,0.0,0,0,O vs O,4.0,2.45,4,0.321,1.986,2,0.4,0.0,1.0,1.0,-2.0,,1,0,1,1,-1,W,1,0
2023-04-14,2955488,0,10,1,BETHNAL GREEN,LONDON,UNITED KINGDOM,YORK HALL,ARCHIE SHARP,28.0,O,0,1.0,22.0,22,9,1.0,0.409,0.0,0.0,0.0,0.403,3.0,0.333,300,7.74,2.84,-59.9,22,0,0,5,0,1.95,0.26,0.0,175.0,0.0,MAURO ALEX HASAN PEROUENE,26.0,S,1,0.0,24.0,16,8,0.667,0.333,0.083,0.042,0.042,0.527,0.0,0.0,35,5.4,4.44,-64.7,2,0,2,3,2,3.34,1.51,0.0,0.0,0.0,0,0,O vs S,-2.0,-1.39,20,-0.124,-1.599,1,0.076,-0.083,2.0,4.0,,,1,0,0,0,0,W,1,0
2023-04-14,2959153,0,6,1,RAFAELA,SANTA FE,ARGENTINA,CLUB ESTUDIANTES,FERNANDO DANIEL CANCINO,34.0,S,1,1.0,25.0,12,3,0.48,0.12,0.04,0.04,0.0,0.612,0.0,0.0,69,7.63,3.28,1.1000000000000014,0,1,0,1,4,1.71,0.07,63.5,169.0,0.0,NICOLAS ARIEL BLANCO,28.0,O,0,1.0,7.0,7,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133,3.33,2.1,-2.4000000000000057,7,0,0,5,0,3.55,0.0,63.0,0.0,0.0,0,0,S vs O,18.0,-1.84,-7,0.612,1.178,3,0.12,0.04,6.0,36.0,,,1,0,1,0,0,L,0,0
2023-04-14,2962825,0,6,0,SEVILLA,ANDALUCÍA,SPAIN,CENTRO DEPORTIVO SAN PABLO,DIONIS MARTINEZ,30.0,O,0,0.0,56.0,9,4,0.161,0.071,0.214,0.214,0.0,0.806,0.0,0.0,27,9.37,5.98,0.0,0,27,0,0,4,0.23,0.14,0.0,168.0,0.0,RAFAEL ACOSTA,21.0,,0,1.0,8.0,7,3,0.875,0.375,0.0,0.0,0.0,0.338,4.0,0.5,132,1.97,4.06,-62.82,2,0,1,4,1,3.12,1.23,0.0,0.0,0.0,0,0,O vs Unknown,48.0,-2.88,-2,0.468,1.919,1,-0.304,0.214,9.0,81.0,,,0,0,1,1,-1,L,0,1
2023-04-14,2962826,0,4,0,SEVILLA,ANDALUCÍA,SPAIN,CENTRO DEPORTIVO SAN PABLO,SANDRO HERNANDEZ,33.0,O,0,0.0,43.0,15,10,0.349,0.233,0.302,0.256,0.047,0.626,0.0,0.0,139,14.62,2.94,0.0,0,20,0,0,5,0.16,0.15,0.0,170.0,0.0,OSCAR AMADOR,29.0,O,0,0.0,43.0,12,2,0.279,0.047,0.209,0.163,0.047,0.701,0.0,0.0,41,9.72,4.43,0.0,0,3,1,2,3,0.93,0.5,0.0,0.0,0.0,0,0,O vs O,0.0,-0.77,0,-0.075,-1.484,8,0.186,0.093,4.0,16.0,,,0,0,0,0,0,L,0,1
2023-04-08,2937273,0,12,4,NEWARK,NEW JERSEY,USA,PRUDENTIAL CENTER,SHUICHIRO YOSHINO,32.0,O,0,0.0,16.0,16,12,1.0,0.75,0.0,0.0,0.0,0.688,2.0,0.0,158,7.32,2.19,0.0,16,0,3,5,0,2.18,1.49,61.23,175.0,173.0,SHAKUR STEVENSON,26.0,S,1,1.0,19.0,19,9,1.0,0.474,0.0,0.0,0.0,0.888,67.0,0.896,197,5.96,3.19,1.2700000000000031,19,0,1,5,0,2.74,0.79,60.96,173.0,173.0,0,0,O vs S,-3.0,-0.55,-3,-0.2,-1.001,3,0.276,0.0,6.0,36.0,2.0,0.0,0,0,1,1,-1,L,0,1
2023-04-08,2937274,1,10,2,NEWARK,NEW JERSEY,USA,PRUDENTIAL CENTER,ANTHONY YIGIT,32.0,S,1,0.0,29.0,26,10,0.897,0.345,0.069,0.034,0.034,0.603,38.0,0.553,321,9.98,2.9,-0.060000000000002274,2,0,3,4,1,1.37,1.15,61.14,173.0,168.0,KEYSHAWN DAVIS,24.0,O,0,1.0,7.0,7,5,1.0,0.714,0.0,0.0,0.0,0.787,93.0,0.839,119,2.11,3.32,-0.2700000000000031,7,0,3,5,0,3.15,2.09,60.87,175.0,178.0,0,0,S vs O,22.0,-1.78,-5,-0.184,-0.416,5,-0.369,0.069,8.0,64.0,-2.0,-10.0,0,0,1,0,0,L,0,1
2023-04-08,2944561,0,8,1,SAN ANTONIO,TEXAS,USA,BOEING CENTER AT TECH PORT,RICARDO LOPEZ TORRES,26.0,O,0,0.0,26.0,16,11,0.615,0.423,0.077,0.077,0.0,0.395,0.0,0.0,112,7.04,3.69,-0.269999999999996,0,1,0,3,1,1.73,0.56,60.6,168.0,0.0,MARC CASTRO,24.0,O,0,1.0,9.0,9,6,1.0,0.667,0.0,0.0,0.0,0.677,54.0,0.944,126,2.3,3.91,-0.2700000000000031,9,0,2,5,0,3.92,2.13,60.33,173.0,0.0,0,0,O vs O,17.0,-2.19,-9,-0.281,-0.22,5,-0.244,0.077,2.0,4.0,-5.0,,0,0,1,0,0,L,0,1
2023-04-08,2948361,0,6,1,ROSEMONT,ILLINOIS,USA,DONALD STEPHENS CENTER,JOSHUAH HERNANDEZ,28.0,O,0,1.0,14.0,10,8,0.714,0.571,0.143,0.143,0.0,0.73,1.0,0.0,602,7.82,1.79,1.259999999999998,0,1,1,2,3,0.5,0.42,61.46,175.0,0.0,DONNIE REEVES,23.0,O,0,1.0,15.0,8,6,0.533,0.4,0.2,0.2,0.0,0.667,0.0,0.0,161,6.02,2.49,2.8999999999999986,0,1,2,3,2,1.26,0.86,61.69,168.0,0.0,0,0,O vs O,-1.0,-0.76,0,0.063,-0.703,2,0.171,-0.057,5.0,25.0,7.0,,1,0,1,0,0,W,1,0
2023-04-08,2957404,1,10,2,CUTRAL CÓ,NEUQUEN,ARGENTINA,GIMNASIO MUNICIPAL ENRIQUE MOSCONI,CLAUDIO GABRIEL DANEFF,27.0,S,1,1.0,21.0,18,8,0.857,0.381,0.048,0.048,0.0,0.64,0.0,0.0,78,5.91,3.56,0.6000000000000014,7,0,1,5,0,4.65,0.79,63.1,175.0,0.0,AXEL EMANUEL ISLA,27.0,O,0,1.0,9.0,7,1,0.778,0.111,0.0,0.0,0.0,0.691,0.0,0.0,148,2.07,4.34,2.3999999999999986,0,1,1,3,2,3.37,0.56,63.5,171.0,0.0,1,1,S vs O,12.0,1.28,7,-0.051,-0.786,7,0.27,0.048,0.0,0.0,4.0,,1,0,1,0,0,L,0,0
2023-04-08,2960949,0,4,0,SANTOS LUGARES,BUENOS AIRES,ARGENTINA,SANTOS BOXING CLUB,CARLOS ARIEL FARIAS,36.0,O,0,1.0,46.0,14,1,0.304,0.022,0.109,0.109,0.0,0.681,0.0,0.0,21,14.45,3.18,1.6000000000000014,0,9,0,0,5,0.35,0.0,63.5,165.0,0.0,EMILIANO MARTIN GARCIA,39.0,O,0,1.0,28.0,18,13,0.643,0.464,0.214,0.214,0.0,0.7,0.0,0.0,118,7.78,3.6,2.799999999999997,0,1,0,2,3,1.25,0.09,63.4,170.0,0.0,1,0,O vs O,18.0,-0.91,0,-0.02,-0.414,-12,-0.443,-0.106,-3.0,9.0,-5.0,,1,0,1,0,0,L,0,0
2023-04-06,2949770,0,4,0,INDIO,CALIFORNIA,USA,FANTASY SPRINGS CASINO,ALDIMAR SILVA,42.0,O,0,0.0,44.0,22,14,0.5,0.318,0.25,0.25,0.0,0.634,0.0,0.0,110,18.32,2.4,-0.28000000000000114,0,4,1,1,4,0.17,0.14,58.69,171.0,170.0,DANIEL GARCIA,22.0,O,0,1.0,4.0,4,3,1.0,0.75,0.0,0.0,0.0,0.519,41.0,0.732,68,2.18,1.84,0.45000000000000284,4,0,3,4,0,1.87,0.99,59.24,175.0,0.0,0,0,O vs O,40.0,-1.7,-4,0.116,0.567,11,-0.432,0.25,20.0,400.0,-4.0,,0,0,1,0,0,L,0,1
2023-04-01,2935076,0,6,1,TULSA,OKLAHOMA,USA,HARD ROCK HOTEL & CASINO,ERICK GARCIA BENITEZ,29.0,S,1,0.0,7.0,4,1,0.571,0.143,0.0,0.0,0.0,1.0,0.0,0.0,134,4.58,1.53,0.5,2,0,0,3,2,1.77,0.04,61.42,165.0,0.0,ABDULLAH MASON,19.0,S,1,1.0,6.0,6,5,1.0,0.833,0.0,0.0,0.0,0.588,46.0,0.826,106,1.4,4.28,0.10000000000000142,6,0,4,5,0,3.75,3.09,61.33,175.0,188.0,0,0,S vs S,1.0,-1.98,-4,0.412,-2.752,-4,-0.69,0.0,10.0,100.0,-10.0,,0,0,1,0,0,L,0,1
2023-04-01,2948880,0,10,1,,TOKYO,JAPAN,KORAKUEN HALL,KENICHI OGAWA,35.0,O,0,1.0,30.0,26,18,0.867,0.6,0.067,0.067,0.0,0.718,0.0,0.0,301,12.92,2.32,1.2999999999999972,0,1,1,3,1,0.8,0.14,59.9,173.0,0.0,KRAI SETTHAPHON,37.0,O,0,0.0,41.0,32,22,0.78,0.537,0.122,0.098,0.024,0.521,0.0,0.0,92,13.38,3.06,60.0,3,0,3,3,2,2.53,2.46,60.0,171.0,0.0,0,0,O vs O,-11.0,-1.74,-3,0.197,-0.742,-4,0.063,-0.055,-2.0,4.0,2.0,,1,0,0,0,0,W,1,1
2023-04-01,2958076,0,4,0,WINDHOEK,,NAMIBIA,ROMAN CATHOLIC HALL,IMMANUEL ANDELEKI,39.0,,0,1.0,17.0,10,2,0.588,0.118,0.294,0.294,0.0,0.705,0.0,0.0,140,11.33,1.5,1.0499999999999972,2,0,0,2,3,1.17,0.0,58.4,171.0,178.0,DAVID SHINUNA,31.0,,0,1.0,16.0,5,3,0.313,0.188,0.125,0.125,0.0,0.637,0.0,0.0,357,9.47,1.69,0.20000000000000284,0,6,0,0,5,0.03,0.02,58.5,0.0,0.0,1,1,Unknown vs Unknown,1.0,1.14,2,0.068,-0.189,-1,-0.07,0.169,8.0,64.0,,,1,1,0,0,1,L,0,1
2023-04-01,2958347,0,4,0,SOSUA,,DOMINICAN REPUBLIC,COCO LOCOS RESTAURANT SPORTS BAR,HEIDAN MARTINEZ MORILLO,19.0,,0,1.0,7.0,7,7,1.0,1.0,0.0,0.0,0.0,0.015,0.0,0.0,111,1.11,6.31,-2.8599999999999994,7,0,5,5,0,4.25,4.25,65.54,0.0,0.0,JOSE RAMON SALAZAR,26.0,,0,1.0,3.0,0,0,0.0,0.0,1.0,1.0,0.0,0.889,0.0,0.0,50,0.46,6.48,-0.44999999999998863,0,3,0,0,3,0.0,0.0,66.68,0.0,0.0,0,0,Unknown vs Unknown,4.0,4.25,7,-0.874,-0.171,7,1.0,-1.0,-7.0,49.0,,,1,0,0,0,0,W,1,1
2023-04-01,2960744,0,8,0,SONORA,SONORA,MEXICO,,DAVID REYES COTA,28.0,O,0,1.0,34.0,24,12,0.706,0.353,0.088,0.088,0.0,0.575,0.0,0.0,281,10.62,3.2,4.0,0,3,0,1,4,0.88,0.44,59.0,165.0,173.0,MARCO ANTONIO MONTEROS,24.0,,0,1.0,40.0,10,3,0.25,0.075,0.6,0.525,0.075,0.761,0.0,0.0,63,6.0,6.67,58.5,0,8,0,0,5,0.93,0.55,58.5,0.0,0.0,0,0,O vs Unknown,-6.0,-0.04,0,-0.186,-3.467,9,0.278,-0.512,4.0,16.0,,,1,0,0,0,0,W,1,1
2023-04-01,2967548,0,4,0,MEXICALI,BAJA CALIFORNIA,MEXICO,,LEOBARDO QUINTANA SANCHEZ,21.0,,0,1.0,1.0,1,0,1.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,182,0.5,2.01,0.7000000000000028,1,0,0,1,0,0.71,0.0,57.5,0.0,0.0,OSCAR VELAZQUEZ RODRIGUEZ,21.0,,0,1.0,3.0,0,0,0.0,0.0,0.333,0.333,0.0,0.375,0.0,0.0,120,0.5,5.99,1.8999999999999986,0,1,0,0,1,0.0,0.0,57.0,0.0,0.0,0,0,Unknown vs Unknown,-2.0,0.71,1,0.225,-3.981,0,0.0,-0.333,0.0,0.0,,,1,1,0,0,1,W,1,1
2023-03-31,2959434,1,12,1,EAST LONDON,EASTERN CAPE,SOUTH AFRICA,ORIENT THEATRE,LUSANDA KOMANISI,34.0,O,0,1.0,33.0,27,22,0.818,0.667,0.091,0.091,0.0,0.673,0.0,0.0,195,15.38,2.15,-0.10000000000000142,6,0,3,5,0,2.32,1.04,61.1,170.0,174.0,KHAYA BUSAKWE,0.0,,0,1.0,12.0,8,8,0.667,0.667,0.25,0.25,0.0,0.706,0.0,0.0,159,4.64,2.59,0.19999999999999574,1,0,2,2,2,1.39,1.39,60.15,190.0,0.0,0,0,O vs Unknown,21.0,0.93,5,-0.033,-0.444,14,0.0,-0.159,,,-20.0,,1,0,0,0,0,L,0,1
2023-03-30,2940869,1,10,1,BAYAMBANG,PANGASINAN,PHILIPPINES,BALON BAYAMBANG EVENTS CENTER,ROY SUMUGAT,31.0,S,1,1.0,28.0,14,7,0.5,0.25,0.321,0.286,0.036,0.597,0.0,0.0,94,15.17,1.85,0.529999999999994,0,1,2,3,2,2.1,1.46,61.23,163.0,0.0,RICHARD BULACAN,24.0,O,0,1.0,10.0,8,6,0.8,0.6,0.1,0.1,0.0,0.509,9.0,0.556,162,6.03,1.66,62.6,0,2,3,3,2,0.33,0.28,62.6,170.0,0.0,0,0,S vs O,18.0,1.77,0,0.088,0.187,1,-0.35,0.221,7.0,49.0,-7.0,,1,0,1,0,0,W,1,0
2023-03-30,2947983,0,6,0,BAYAMBANG,PANGASINAN,PHILIPPINES,BALON BAYAMBANG EVENTS CENTER,JR MAGBOO,33.0,O,0,1.0,28.0,18,9,0.643,0.321,0.25,0.25,0.0,0.581,0.0,0.0,130,13.2,2.12,2.259999999999998,0,5,0,0,5,0.14,0.13,61.23,165.0,163.0,MJ UDUNA,25.0,O,0,1.0,9.0,6,2,0.667,0.222,0.111,0.111,0.0,0.218,0.0,0.0,103,4.98,1.81,0.44999999999999574,5,0,2,5,0,1.83,1.55,61.23,0.0,0.0,0,0,O vs O,19.0,-1.69,-5,0.363,0.314,7,0.099,0.139,8.0,64.0,,,1,0,0,0,0,L,0,1
2023-03-30,2954203,0,8,0,PANAMA CITY,,PANAMA,ARENA ROBERTO DURAN,BRYAN MERCADO,29.0,S,1,0.0,14.0,10,5,0.714,0.357,0.214,0.071,0.143,0.492,0.0,0.0,92,6.82,2.05,4.309999999999995,0,2,2,3,2,1.53,0.8,61.51,170.0,0.0,RENE TELLEZ GIRON,24.0,O,0,0.0,18.0,16,10,0.889,0.556,0.0,0.0,0.0,0.687,0.0,0.0,425,7.41,2.43,-1.0,0,1,3,3,2,0.88,0.77,61.1,165.0,173.0,0,0,S vs O,-4.0,0.65,0,-0.195,-0.375,-5,-0.198,0.214,5.0,25.0,5.0,,0,0,0,0,0,L,0,1
2023-03-25,2931765,0,10,1,FRESNO,CALIFORNIA,USA,SAVE MART ARENA,RAYMOND MURATALLA,26.0,O,0,1.0,16.0,16,13,1.0,0.813,0.0,0.0,0.0,0.668,3.0,0.667,133,6.52,2.45,0.730000000000004,16,0,4,5,0,3.37,2.68,61.96,173.0,183.0,HUMBERTO GALINDO,24.0,O,0,1.0,17.0,14,11,0.824,0.647,0.0,0.0,0.0,0.244,0.0,0.0,273,5.85,2.91,2.1899999999999977,0,1,3,3,2,1.03,0.93,61.69,173.0,0.0,0,0,O vs O,-1.0,2.35,16,0.425,-0.454,2,0.165,0.0,2.0,4.0,0.0,,1,0,1,0,0,W,1,1
2023-03-25,2931768,0,6,1,FRESNO,CALIFORNIA,USA,SAVE MART ARENA,CHARLIE SHEEHY,25.0,O,0,1.0,5.0,5,4,1.0,0.8,0.0,0.0,0.0,0.667,59.0,0.627,133,1.44,3.48,-0.0899999999999963,5,0,4,5,0,2.84,2.18,61.14,175.0,0.0,ANGEL REBOLLAR,19.0,O,0,1.0,7.0,6,3,0.857,0.429,0.0,0.0,0.0,0.913,10.0,0.8,168,1.69,4.15,0.4099999999999966,1,0,1,4,1,2.9,1.23,60.51,173.0,0.0,0,0,O vs O,-2.0,-0.06,4,-0.246,-0.672,1,0.371,0.0,6.0,36.0,2.0,,1,0,1,0,0,W,1,0
2023-03-25,2951385,0,6,0,CASARRUBUELOS,COMUNIDAD DE MADRID,SPAIN,PABELLON MUNICIPAL,LESTER CANTILLANO,31.0,O,0,0.0,59.0,4,3,0.068,0.051,0.085,0.085,0.0,0.815,0.0,0.0,22,6.84,8.62,0.0,0,41,0,0,5,0.07,0.06,0.0,0.0,0.0,ANTONIO COLLADO,24.0,,0,1.0,9.0,9,1,1.0,0.111,0.0,0.0,0.0,0.234,0.0,0.0,42,1.32,6.81,0.0,9,0,0,5,0,5.8,0.47,0.0,0.0,0.0,0,0,O vs Unknown,50.0,-5.73,-9,0.582,1.817,2,-0.06,0.085,7.0,49.0,,,0,0,0,0,0,L,0,0
2023-03-25,2980748,0,10,1,GUADALAJARA,JALISCO,MEXICO,EL DOMO DEL CODE JALISCO,JOSE SEGURA TORRES,28.0,O,0,1.0,16.0,5,3,0.313,0.188,0.063,0.063,0.0,0.706,0.0,0.0,43,5.31,3.01,0.7999999999999972,0,2,1,2,3,2.02,1.46,62.8,168.0,0.0,DIEGO TORRES NUNEZ,26.0,,0,1.0,16.0,16,15,1.0,0.938,0.0,0.0,0.0,0.48,0.0,0.0,126,3.58,4.46,-0.20000000000000284,16,0,4,5,0,4.71,4.24,62.8,0.0,0.0,0,0,O vs Unknown,0.0,-2.69,-16,0.226,-1.451,-12,-0.75,0.063,2.0,4.0,,,0,0,0,0,0,L,0,1
2023-03-25,2980761,0,6,1,GUADALAJARA,JALISCO,MEXICO,EL DOMO DEL CODE JALISCO,KEVIN MONTIEL MENDOZA,24.0,,0,1.0,11.0,6,4,0.545,0.364,0.091,0.091,0.0,0.7,0.0,0.0,189,5.08,2.16,-1.3299999999999983,0,2,1,1,2,0.81,0.61,60.0,163.0,170.0,DAVID ANCO,23.0,,0,1.0,8.0,7,7,0.875,0.875,0.0,0.0,0.0,0.123,2.0,0.5,301,3.85,2.08,0.0,8,0,4,5,0,2.3,1.97,60.0,0.0,0.0,0,0,Unknown vs Unknown,3.0,-1.5,-8,0.577,0.088,-3,-0.511,0.091,1.0,1.0,,,1,0,0,0,0,L,0,1
2023-03-24,2943637,0,6,1,KISSIMMEE,FLORIDA,USA,OSCEOLA HERITAGE PARK,BRANDON IDROGO,25.0,O,0,1.0,12.0,8,8,0.667,0.667,0.0,0.0,0.0,0.219,15.0,0.4,42,1.91,6.27,-0.8200000000000003,2,0,2,2,3,3.77,3.77,61.78,175.0,0.0,COREY MARKSMAN,23.0,O,0,1.0,6.0,6,5,1.0,0.833,0.0,0.0,0.0,0.219,1.0,0.0,63,1.66,3.6,1.1799999999999997,6,0,4,5,0,3.3,2.89,62.41,175.0,0.0,0,0,O vs O,6.0,0.47,-4,0.001,2.666,3,-0.167,0.0,2.0,4.0,0.0,,1,0,1,0,0,L,0,0
2023-03-24,2954371,0,10,0,VILLA CARLOS PAZ,CORDOBA,ARGENTINA,MONACO HOTEL & RESORT,CESAR IGNACIO PAREDES,30.0,S,1,0.0,22.0,17,5,0.773,0.227,0.091,0.045,0.045,0.527,1.0,0.0,223,10.84,2.03,-1.6000000000000014,2,0,1,3,2,1.88,0.46,59.4,0.0,0.0,FABRICIO MIGUEL BEA,26.0,O,0,1.0,20.0,19,18,0.95,0.9,0.0,0.0,0.0,0.486,0.0,0.0,244,6.28,3.18,-0.3999999999999986,19,0,4,5,0,2.27,1.94,60.7,0.0,0.0,0,0,S vs O,2.0,-0.39,-17,0.041,-1.154,-13,-0.673,0.091,4.0,16.0,,,0,0,1,0,0,L,0,0
